session_id;evaluator_id;evaluator_name;image_id;image_filename;image_source_ground_truth;random_order;shown_timestamp;predicted_source;segmentation_mask_file;segmentation_done;precision;recall;f1_score;notes
BLIND_2026_001;1;Expert_1;IMG_048;synth_003.png;synthetic;32;2026-09-11T02:04:00Z;synthetic;mask_synth_003.png;1;0.9287;0.89903;0.91362;
BLIND_2026_001;1;Expert_1;IMG_060;synth_015.png;synthetic;33;2026-09-11T06:45:00Z;synthetic;mask_synth_015.png;1;0.92536;0.91077;0.91801;
BLIND_2026_001;1;Expert_1;IMG_064;synth_019.png;synthetic;34;2026-09-11T08:33:00Z;real;mask_synth_019.png;1;0.78656;0.96565;0.86695;
BLIND_2026_001;1;Expert_1;IMG_075;synth_030.png;synthetic;35;2026-09-11T20:44:00Z;synthetic;mask_synth_030.png;1;0.90673;0.96512;0.93501;
BLIND_2026_001;1;Expert_1;IMG_045;tgs_real_045.png;real;36;2026-09-11T22:33:00Z;synthetic;mask_real_045.png;1;0.9916;0.94862;0.96963;
BLIND_2026_001;1;Expert_1;IMG_099;control_009.png;control;37;2026-09-11T20:34:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;1;Expert_1;IMG_053;synth_008.png;synthetic;38;2026-09-11T19:02:00Z;synthetic;mask_synth_008.png;1;0.88581;0.93615;0.91028;
BLIND_2026_001;1;Expert_1;IMG_086;synth_041.png;synthetic;39;2026-09-11T11:26:00Z;synthetic;mask_synth_041.png;1;0.9091;0.94946;0.92884;
BLIND_2026_001;1;Expert_1;IMG_013;tgs_real_013.png;real;40;2026-09-11T23:30:00Z;real;mask_real_013.png;1;0.89856;0.95358;0.92525;
BLIND_2026_001;1;Expert_1;IMG_037;tgs_real_037.png;real;41;2026-09-11T02:38:00Z;synthetic;mask_real_037.png;1;0.99867;0.91933;0.95736;
BLIND_2026_001;1;Expert_1;IMG_024;tgs_real_024.png;real;42;2026-09-11T20:29:00Z;synthetic;mask_real_024.png;1;0.93832;0.91516;0.9266;
BLIND_2026_001;1;Expert_1;IMG_040;tgs_real_040.png;real;43;2026-09-11T07:45:00Z;real;mask_real_040.png;1;0.88268;0.9147;0.8984;
BLIND_2026_001;1;Expert_1;IMG_041;tgs_real_041.png;real;44;2026-09-11T12:42:00Z;real;mask_real_041.png;1;1.0;0.8515;0.91979;
BLIND_2026_001;1;Expert_1;IMG_019;tgs_real_019.png;real;45;2026-09-11T13:27:00Z;real;mask_real_019.png;1;0.90068;0.9636;0.93108;
BLIND_2026_001;1;Expert_1;IMG_067;synth_022.png;synthetic;46;2026-09-11T19:46:00Z;synthetic;mask_synth_022.png;1;0.88093;0.84327;0.86169;
BLIND_2026_001;1;Expert_1;IMG_062;synth_017.png;synthetic;47;2026-09-11T23:48:00Z;synthetic;mask_synth_017.png;1;0.81675;0.8913;0.8524;
BLIND_2026_001;1;Expert_1;IMG_061;synth_016.png;synthetic;48;2026-09-11T20:11:00Z;real;mask_synth_016.png;1;0.87763;0.96796;0.92058;
BLIND_2026_001;1;Expert_1;IMG_008;tgs_real_008.png;real;49;2026-09-11T04:53:00Z;synthetic;mask_real_008.png;1;0.90331;1.0;0.9492;
BLIND_2026_001;1;Expert_1;IMG_035;tgs_real_035.png;real;50;2026-09-11T20:08:00Z;real;mask_real_035.png;1;0.94226;0.94648;0.94437;
BLIND_2026_001;1;Expert_1;IMG_100;control_010.png;control;51;2026-09-11T07:40:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;1;Expert_1;IMG_047;synth_002.png;synthetic;52;2026-09-11T12:29:00Z;real;mask_synth_002.png;1;0.92938;0.96582;0.94725;
BLIND_2026_001;1;Expert_1;IMG_003;tgs_real_003.png;real;53;2026-09-11T09:36:00Z;real;mask_real_003.png;1;0.86897;0.91442;0.89112;
BLIND_2026_001;1;Expert_1;IMG_052;synth_007.png;synthetic;54;2026-09-11T01:50:00Z;synthetic;mask_synth_007.png;1;0.95775;0.92994;0.94364;
BLIND_2026_001;1;Expert_1;IMG_017;tgs_real_017.png;real;55;2026-09-11T10:04:00Z;real;mask_real_017.png;1;0.96705;0.92688;0.94654;
BLIND_2026_001;1;Expert_1;IMG_039;tgs_real_039.png;real;56;2026-09-11T04:45:00Z;real;mask_real_039.png;1;0.88419;0.88851;0.88634;
BLIND_2026_001;1;Expert_1;IMG_059;synth_014.png;synthetic;57;2026-09-11T16:05:00Z;synthetic;mask_synth_014.png;1;0.84442;0.88816;0.86574;
BLIND_2026_001;1;Expert_1;IMG_069;synth_024.png;synthetic;58;2026-09-11T00:21:00Z;synthetic;mask_synth_024.png;1;1.0;0.97492;0.9873;
BLIND_2026_001;1;Expert_1;IMG_023;tgs_real_023.png;real;59;2026-09-11T05:25:00Z;synthetic;mask_real_023.png;1;0.80507;0.89105;0.84588;
BLIND_2026_001;1;Expert_1;IMG_063;synth_018.png;synthetic;60;2026-09-11T21:12:00Z;synthetic;mask_synth_018.png;1;0.84433;0.88787;0.86555;
BLIND_2026_001;1;Expert_1;IMG_025;tgs_real_025.png;real;61;2026-09-11T01:31:00Z;real;mask_real_025.png;1;0.86859;1.0;0.92967;
BLIND_2026_001;1;Expert_1;IMG_006;tgs_real_006.png;real;62;2026-09-11T01:27:00Z;synthetic;mask_real_006.png;1;0.94814;0.89694;0.92183;
BLIND_2026_001;1;Expert_1;IMG_007;tgs_real_007.png;real;63;2026-09-11T09:05:00Z;real;mask_real_007.png;1;0.88671;0.87851;0.88259;
BLIND_2026_001;1;Expert_1;IMG_068;synth_023.png;synthetic;64;2026-09-11T20:23:00Z;real;mask_synth_023.png;1;0.95077;0.87248;0.90994;
BLIND_2026_001;1;Expert_1;IMG_083;synth_038.png;synthetic;65;2026-09-11T22:35:00Z;synthetic;mask_synth_038.png;1;0.90435;0.79915;0.8485;
BLIND_2026_001;1;Expert_1;IMG_020;tgs_real_020.png;real;66;2026-09-11T08:37:00Z;synthetic;mask_real_020.png;1;1.0;0.82146;0.90198;
BLIND_2026_001;1;Expert_1;IMG_080;synth_035.png;synthetic;67;2026-09-11T06:26:00Z;synthetic;mask_synth_035.png;1;0.91473;0.89664;0.90559;
BLIND_2026_001;1;Expert_1;IMG_044;tgs_real_044.png;real;68;2026-09-11T12:05:00Z;real;mask_real_044.png;1;0.92735;0.8694;0.89744;
BLIND_2026_001;1;Expert_1;IMG_091;control_001.png;control;69;2026-09-11T09:02:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;1;Expert_1;IMG_021;tgs_real_021.png;real;70;2026-09-11T09:42:00Z;synthetic;mask_real_021.png;1;0.96542;0.97552;0.97044;
BLIND_2026_001;1;Expert_1;IMG_001;tgs_real_001.png;real;71;2026-09-11T13:55:00Z;real;mask_real_001.png;1;0.99762;0.85041;0.91815;
BLIND_2026_001;1;Expert_1;IMG_096;control_006.png;control;72;2026-09-11T08:05:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;1;Expert_1;IMG_058;synth_013.png;synthetic;73;2026-09-11T07:15:00Z;real;mask_synth_013.png;1;0.93201;0.85712;0.893;
BLIND_2026_001;1;Expert_1;IMG_094;control_004.png;control;74;2026-09-11T11:06:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;1;Expert_1;IMG_054;synth_009.png;synthetic;75;2026-09-11T08:17:00Z;synthetic;mask_synth_009.png;1;0.9198;0.96991;0.94419;
BLIND_2026_001;1;Expert_1;IMG_090;synth_045.png;synthetic;76;2026-09-11T14:30:00Z;synthetic;mask_synth_045.png;1;0.84789;0.9843;0.91102;
BLIND_2026_001;1;Expert_1;IMG_026;tgs_real_026.png;real;77;2026-09-11T10:09:00Z;real;mask_real_026.png;1;0.87208;0.95959;0.91374;
BLIND_2026_001;1;Expert_1;IMG_072;synth_027.png;synthetic;78;2026-09-11T19:31:00Z;synthetic;mask_synth_027.png;1;0.89784;0.91306;0.90539;
BLIND_2026_001;1;Expert_1;IMG_085;synth_040.png;synthetic;79;2026-09-11T09:30:00Z;synthetic;mask_synth_040.png;1;0.97186;1.0;0.98573;
BLIND_2026_001;1;Expert_1;IMG_078;synth_033.png;synthetic;80;2026-09-11T09:39:00Z;synthetic;mask_synth_033.png;1;0.98371;0.91829;0.94987;
BLIND_2026_001;1;Expert_1;IMG_065;synth_020.png;synthetic;81;2026-09-11T12:35:00Z;synthetic;mask_synth_020.png;1;0.89777;0.86422;0.88068;
BLIND_2026_001;1;Expert_1;IMG_030;tgs_real_030.png;real;82;2026-09-11T22:04:00Z;real;mask_real_030.png;1;0.94455;0.91335;0.92869;
BLIND_2026_001;1;Expert_1;IMG_028;tgs_real_028.png;real;83;2026-09-11T20:59:00Z;real;mask_real_028.png;1;0.92148;0.92843;0.92494;
BLIND_2026_001;1;Expert_1;IMG_089;synth_044.png;synthetic;84;2026-09-11T15:52:00Z;synthetic;mask_synth_044.png;1;1.0;0.90471;0.94997;
BLIND_2026_001;1;Expert_1;IMG_098;control_008.png;control;85;2026-09-11T19:36:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;1;Expert_1;IMG_005;tgs_real_005.png;real;86;2026-09-11T07:10:00Z;synthetic;mask_real_005.png;1;0.8997;0.92874;0.91399;
BLIND_2026_001;1;Expert_1;IMG_055;synth_010.png;synthetic;87;2026-09-11T12:01:00Z;real;mask_synth_010.png;1;0.84115;0.85637;0.84869;
BLIND_2026_001;1;Expert_1;IMG_076;synth_031.png;synthetic;88;2026-09-11T04:32:00Z;synthetic;mask_synth_031.png;1;0.89517;0.86559;0.88013;
BLIND_2026_001;1;Expert_1;IMG_012;tgs_real_012.png;real;89;2026-09-11T11:15:00Z;real;mask_real_012.png;1;0.88807;0.88033;0.88418;
BLIND_2026_001;1;Expert_1;IMG_070;synth_025.png;synthetic;90;2026-09-11T10:45:00Z;synthetic;mask_synth_025.png;1;0.86772;0.89358;0.88046;
BLIND_2026_001;1;Expert_1;IMG_087;synth_042.png;synthetic;91;2026-09-11T13:48:00Z;synthetic;mask_synth_042.png;1;0.84739;0.81484;0.8308;
BLIND_2026_001;1;Expert_1;IMG_014;tgs_real_014.png;real;92;2026-09-11T22:24:00Z;real;mask_real_014.png;1;0.85896;0.89593;0.87706;
BLIND_2026_001;1;Expert_1;IMG_018;tgs_real_018.png;real;93;2026-09-11T00:00:00Z;synthetic;mask_real_018.png;1;0.90104;0.94528;0.92263;
BLIND_2026_001;1;Expert_1;IMG_029;tgs_real_029.png;real;94;2026-09-11T21:06:00Z;real;mask_real_029.png;1;0.87312;0.89051;0.88173;
BLIND_2026_001;1;Expert_1;IMG_032;tgs_real_032.png;real;95;2026-09-11T16:05:00Z;real;mask_real_032.png;1;0.87572;0.92689;0.90058;
BLIND_2026_001;1;Expert_1;IMG_036;tgs_real_036.png;real;96;2026-09-11T17:13:00Z;real;mask_real_036.png;1;0.95629;0.80383;0.87346;
BLIND_2026_001;1;Expert_1;IMG_095;control_005.png;control;97;2026-09-11T06:10:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;1;Expert_1;IMG_004;tgs_real_004.png;real;98;2026-09-11T23:59:00Z;synthetic;mask_real_004.png;1;0.97733;0.9436;0.96017;
BLIND_2026_001;1;Expert_1;IMG_015;tgs_real_015.png;real;99;2026-09-11T23:02:00Z;synthetic;mask_real_015.png;1;0.89525;0.90179;0.89851;
BLIND_2026_001;1;Expert_1;IMG_082;synth_037.png;synthetic;100;2026-09-11T08:33:00Z;real;mask_synth_037.png;1;0.88474;0.8747;0.87969;
BLIND_2026_001;2;Expert_2;IMG_043;tgs_real_043.png;real;1;2026-09-11T19:35:00Z;real;mask_real_043.png;1;0.91743;0.84438;0.87939;
BLIND_2026_001;2;Expert_2;IMG_042;tgs_real_042.png;real;2;2026-09-11T21:57:00Z;synthetic;mask_real_042.png;1;0.96883;0.87121;0.91743;
BLIND_2026_001;2;Expert_2;IMG_092;control_002.png;control;3;2026-09-11T09:56:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;2;Expert_2;IMG_010;tgs_real_010.png;real;4;2026-09-11T15:52:00Z;synthetic;mask_real_010.png;1;0.86483;0.90846;0.88611;
BLIND_2026_001;2;Expert_2;IMG_066;synth_021.png;synthetic;5;2026-09-11T14:43:00Z;synthetic;mask_synth_021.png;1;0.8917;0.80219;0.84458;
BLIND_2026_001;2;Expert_2;IMG_051;synth_006.png;synthetic;6;2026-09-11T04:38:00Z;synthetic;mask_synth_006.png;1;0.97512;0.88509;0.92793;
BLIND_2026_001;2;Expert_2;IMG_002;tgs_real_002.png;real;7;2026-09-11T14:20:00Z;real;mask_real_002.png;1;0.8514;0.86588;0.85858;
BLIND_2026_001;2;Expert_2;IMG_071;synth_026.png;synthetic;8;2026-09-11T03:03:00Z;synthetic;mask_synth_026.png;1;0.8902;0.87211;0.88106;
BLIND_2026_001;2;Expert_2;IMG_016;tgs_real_016.png;real;9;2026-09-11T16:48:00Z;synthetic;mask_real_016.png;1;0.93603;0.9378;0.93691;
BLIND_2026_001;2;Expert_2;IMG_079;synth_034.png;synthetic;10;2026-09-11T11:55:00Z;synthetic;mask_synth_034.png;1;0.92003;0.93333;0.92663;
BLIND_2026_001;2;Expert_2;IMG_074;synth_029.png;synthetic;11;2026-09-11T13:48:00Z;real;mask_synth_029.png;1;0.88493;1.0;0.93895;
BLIND_2026_001;2;Expert_2;IMG_011;tgs_real_011.png;real;12;2026-09-11T15:20:00Z;real;mask_real_011.png;1;0.91818;0.92388;0.92102;
BLIND_2026_001;2;Expert_2;IMG_056;synth_011.png;synthetic;13;2026-09-11T00:42:00Z;synthetic;mask_synth_011.png;1;0.90839;0.87663;0.89223;
BLIND_2026_001;2;Expert_2;IMG_057;synth_012.png;synthetic;14;2026-09-11T12:44:00Z;synthetic;mask_synth_012.png;1;0.9118;0.90991;0.91085;
BLIND_2026_001;2;Expert_2;IMG_073;synth_028.png;synthetic;15;2026-09-11T23:43:00Z;synthetic;mask_synth_028.png;1;0.9217;0.89519;0.90825;
BLIND_2026_001;2;Expert_2;IMG_046;synth_001.png;synthetic;16;2026-09-11T09:00:00Z;real;mask_synth_001.png;1;0.91195;0.90137;0.90663;
BLIND_2026_001;2;Expert_2;IMG_049;synth_004.png;synthetic;17;2026-09-11T05:32:00Z;synthetic;mask_synth_004.png;1;0.91292;0.94598;0.92916;
BLIND_2026_001;2;Expert_2;IMG_093;control_003.png;control;18;2026-09-11T04:09:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;2;Expert_2;IMG_077;synth_032.png;synthetic;19;2026-09-11T20:32:00Z;real;mask_synth_032.png;1;0.96599;0.87504;0.91827;
BLIND_2026_001;2;Expert_2;IMG_038;tgs_real_038.png;real;20;2026-09-11T09:19:00Z;real;mask_real_038.png;1;0.92199;0.87551;0.89815;
BLIND_2026_001;2;Expert_2;IMG_031;tgs_real_031.png;real;21;2026-09-11T22:06:00Z;real;mask_real_031.png;1;1.0;0.88708;0.94016;
BLIND_2026_001;2;Expert_2;IMG_022;tgs_real_022.png;real;22;2026-09-11T05:57:00Z;real;mask_real_022.png;1;0.94384;0.89919;0.92097;
BLIND_2026_001;2;Expert_2;IMG_033;tgs_real_033.png;real;23;2026-09-11T00:56:00Z;synthetic;mask_real_033.png;1;0.98263;0.87726;0.92696;
BLIND_2026_001;2;Expert_2;IMG_097;control_007.png;control;24;2026-09-11T13:39:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;2;Expert_2;IMG_081;synth_036.png;synthetic;25;2026-09-11T14:26:00Z;synthetic;mask_synth_036.png;1;0.94219;0.88082;0.91047;
BLIND_2026_001;2;Expert_2;IMG_050;synth_005.png;synthetic;26;2026-09-11T21:33:00Z;synthetic;mask_synth_005.png;1;0.88069;0.82993;0.85456;
BLIND_2026_001;2;Expert_2;IMG_084;synth_039.png;synthetic;27;2026-09-11T03:42:00Z;synthetic;mask_synth_039.png;1;0.89351;0.85407;0.87334;
BLIND_2026_001;2;Expert_2;IMG_027;tgs_real_027.png;real;28;2026-09-11T21:51:00Z;real;mask_real_027.png;1;0.95161;0.82441;0.88345;
BLIND_2026_001;2;Expert_2;IMG_088;synth_043.png;synthetic;29;2026-09-11T20:36:00Z;synthetic;mask_synth_043.png;1;0.91871;0.84916;0.88257;
BLIND_2026_001;2;Expert_2;IMG_034;tgs_real_034.png;real;30;2026-09-11T15:35:00Z;real;mask_real_034.png;1;0.90767;0.88892;0.8982;
BLIND_2026_001;2;Expert_2;IMG_009;tgs_real_009.png;real;31;2026-09-11T23:34:00Z;synthetic;mask_real_009.png;1;0.86118;0.98204;0.91765;
BLIND_2026_001;2;Expert_2;IMG_048;synth_003.png;synthetic;32;2026-09-11T17:50:00Z;real;mask_synth_003.png;1;1.0;0.96678;0.98311;
BLIND_2026_001;2;Expert_2;IMG_060;synth_015.png;synthetic;33;2026-09-11T23:08:00Z;real;mask_synth_015.png;1;0.95531;0.85893;0.90456;
BLIND_2026_001;2;Expert_2;IMG_064;synth_019.png;synthetic;34;2026-09-11T05:34:00Z;synthetic;mask_synth_019.png;1;0.82732;0.92274;0.87243;
BLIND_2026_001;2;Expert_2;IMG_075;synth_030.png;synthetic;35;2026-09-11T23:40:00Z;real;mask_synth_030.png;1;0.89608;0.97802;0.93526;
BLIND_2026_001;2;Expert_2;IMG_045;tgs_real_045.png;real;36;2026-09-11T19:35:00Z;real;mask_real_045.png;1;0.92786;0.85161;0.8881;
BLIND_2026_001;2;Expert_2;IMG_099;control_009.png;control;37;2026-09-11T21:34:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;2;Expert_2;IMG_053;synth_008.png;synthetic;38;2026-09-11T09:46:00Z;synthetic;mask_synth_008.png;1;0.89061;0.9243;0.90714;
BLIND_2026_001;2;Expert_2;IMG_086;synth_041.png;synthetic;39;2026-09-11T03:09:00Z;synthetic;mask_synth_041.png;1;0.89775;0.94345;0.92003;
BLIND_2026_001;2;Expert_2;IMG_013;tgs_real_013.png;real;40;2026-09-11T16:55:00Z;real;mask_real_013.png;1;0.84549;0.87416;0.85959;
BLIND_2026_001;2;Expert_2;IMG_037;tgs_real_037.png;real;41;2026-09-11T12:14:00Z;synthetic;mask_real_037.png;1;1.0;0.92086;0.9588;
BLIND_2026_001;2;Expert_2;IMG_024;tgs_real_024.png;real;42;2026-09-11T06:37:00Z;real;mask_real_024.png;1;0.86782;0.90768;0.8873;
BLIND_2026_001;2;Expert_2;IMG_040;tgs_real_040.png;real;43;2026-09-11T09:24:00Z;real;mask_real_040.png;1;0.85835;0.9869;0.91815;
BLIND_2026_001;2;Expert_2;IMG_041;tgs_real_041.png;real;44;2026-09-11T10:03:00Z;real;mask_real_041.png;1;0.85701;0.88449;0.87053;
BLIND_2026_001;2;Expert_2;IMG_019;tgs_real_019.png;real;45;2026-09-11T06:57:00Z;real;mask_real_019.png;1;0.99291;0.94312;0.96737;
BLIND_2026_001;2;Expert_2;IMG_067;synth_022.png;synthetic;46;2026-09-11T17:47:00Z;synthetic;mask_synth_022.png;1;0.87064;0.88021;0.8754;
BLIND_2026_001;2;Expert_2;IMG_062;synth_017.png;synthetic;47;2026-09-11T17:20:00Z;synthetic;mask_synth_017.png;1;0.87012;0.84831;0.85908;
BLIND_2026_001;2;Expert_2;IMG_061;synth_016.png;synthetic;48;2026-09-11T00:37:00Z;synthetic;mask_synth_016.png;1;0.94055;0.9108;0.92544;
BLIND_2026_001;2;Expert_2;IMG_008;tgs_real_008.png;real;49;2026-09-11T08:51:00Z;synthetic;mask_real_008.png;1;0.89371;0.96315;0.92713;
BLIND_2026_001;2;Expert_2;IMG_035;tgs_real_035.png;real;50;2026-09-11T17:13:00Z;real;mask_real_035.png;1;0.87145;0.8898;0.88053;
BLIND_2026_001;2;Expert_2;IMG_100;control_010.png;control;51;2026-09-11T20:02:00Z;control;;0;;;;control_no_salt
BLIND_2026_001;2;Expert_2;IMG_047;synth_002.png;synthetic;52;2026-09-11T12:02:00Z;synthetic;mask_synth_002.png;1;0.87285;0.9342;0.90248;
BLIND_2026_001;2;Expert_2;IMG_003;tgs_real_003.png;real;53;2026-09-11T11:09:00Z;real;mask_real_003.png;1;0.91826;0.92834;0.92327;
BLIND_2026_001;2;Expert_2;IMG_052;synth_007.png;synthetic;54;2026-09-11T07:00:00Z;synthetic;mask_synth_007.png;1;0.87267;0.96409;0.9161;
BLIND_2026_001;2;Expert_2;IMG_017;tgs_real_017.png;real;55;2026-09-11T06:44:00Z;real;mask_real_017.png;1;0.95044;0.97697;0.96352;
BLIND_2026_001;2;Expert_2;IMG_039;tgs_real_039.png;real;56;2026-09-11T10:04:00Z;synthetic;mask_real_039.png;1;0.89484;0.77541;0.83086;
BLIND_2026_001;2;Expert_2;IMG_059;synth_014.png;synthetic;57;2026-09-11T19:06:00Z;synthetic;mask_synth_014.png;1;0.78344;0.81588;0.79933;
BLIND_2026_001;2;Expert_2;IMG_069;synth_024.png;synthetic;58;2026-09-11T07:04:00Z;synthetic;mask_synth_024.png;1;0.89378;0.93535;0.91409;
BLIND_2026_001;2;Expert_2;IMG_023;tgs_real_023.png;real;59;2026-09-11T11:00:00Z;synthetic;mask_real_023.png;1;0.98535;0.90942;0.94586;
BLIND_2026_001;2;Expert_2;IMG_063;synth_018.png;synthetic;60;2026-09-11T09:59:00Z;real;mask_synth_018.png;1;0.92594;0.8967;0.91109;
BLIND_2026_001;2;Expert_2;IMG_025;tgs_real_025.png;real;61;2026-09-11T10:38:00Z;synthetic;mask_real_025.png;1;0.90935;0.8808;0.89485;
BLIND_2026_001;2;Expert_2;IMG_006;tgs_real_006.png;real;62;2026-09-11T17:52:00Z;real;mask_real_006.png;1;0.92532;0.90869;0.91693;
BLIND_2026_001;2;Expert_2;IMG_007;tgs_real_007.png;real;63;2026-09-11T10:21:00Z;real;mask_real_007.png;1;0.86106;0.914;0.88674;
BLIND_2026_001;2;Expert_2;IMG_068;synth_023.png;synthetic;64;2026-09-11T06:42:00Z;synthetic;mask_synth_023.png;1;0.94895;0.88439;0.91553;
BLIND_2026_001;2;Expert_2;IMG_083;synth_038.png;synthetic;65;2026-09-11T17:23:00Z;real;mask_synth_038.png;1;0.92355;0.9037;0.91352;
BLIND_2026_001;2;Expert_2;IMG_020;tgs_real_020.png;real;66;2026-09-11T17:54:00Z;synthetic;mask_real_020.png;1;0.98687;0.93431;0.95987;
BLIND_2026_001;2;Expert_2;IMG_080;synth_035.png;synthetic;67;2026-09-11T01:57:00Z;real;mask_synth_035.png;1;0.9659;0.96306;0.96448;
BLIND_2026_001;2;Expert_2;IMG_044;tgs_real_044.png;real;68;2026-09-11T11:03:00Z;real;mask_real_044.png;1;0.95378;0.92254;0.9379;
