session_id;evaluator_id;evaluator_name;image_id;image_filename;image_source_ground_truth;random_order;shown_timestamp;predicted_source;segmentation_mask_file;segmentation_done;precision;recall;f1_score;notes
BLIND001;E1;Expert 1;C002;control_002.png;real;24;;;;;;;;
BLIND001;E1;Expert 1;S018;synthetic_salt_018.png;synthetic;25;;;;;;;;
BLIND001;E1;Expert 1;C008;control_008.png;real;26;;;;;;;;
BLIND001;E1;Expert 1;R005;real_salt_005.png;real;27;;;;;;;;
BLIND001;E1;Expert 1;R030;real_salt_030.png;real;28;;;;;;;;
BLIND001;E1;Expert 1;C006;control_006.png;real;29;;;;;;;;
BLIND001;E1;Expert 1;R032;real_salt_032.png;real;30;;;;;;;;
BLIND001;E1;Expert 1;S023;synthetic_salt_023.png;synthetic;31;;;;;;;;
BLIND001;E1;Expert 1;R008;real_salt_008.png;real;32;;;;;;;;
BLIND001;E1;Expert 1;R019;real_salt_019.png;real;33;;;;;;;;
BLIND001;E1;Expert 1;R003;real_salt_003.png;real;34;;;;;;;;
BLIND001;E1;Expert 1;S014;synthetic_salt_014.png;synthetic;35;;;;;;;;
BLIND001;E1;Expert 1;R015;real_salt_015.png;real;36;;;;;;;;
BLIND001;E1;Expert 1;S025;synthetic_salt_025.png;synthetic;37;;;;;;;;
BLIND001;E1;Expert 1;S031;synthetic_salt_031.png;synthetic;38;;;;;;;;
BLIND001;E1;Expert 1;S015;synthetic_salt_015.png;synthetic;39;;;;;;;;
BLIND001;E1;Expert 1;R007;real_salt_007.png;real;40;;;;;;;;
BLIND001;E1;Expert 1;S005;synthetic_salt_005.png;synthetic;41;;;;;;;;
BLIND001;E1;Expert 1;S009;synthetic_salt_009.png;synthetic;42;;;;;;;;
BLIND001;E1;Expert 1;S006;synthetic_salt_006.png;synthetic;43;;;;;;;;
BLIND001;E1;Expert 1;R001;real_salt_001.png;real;44;;;;;;;;
BLIND001;E1;Expert 1;R027;real_salt_027.png;real;45;;;;;;;;
BLIND001;E1;Expert 1;S004;synthetic_salt_004.png;synthetic;46;;;;;;;;
BLIND001;E1;Expert 1;R002;real_salt_002.png;real;47;;;;;;;;
BLIND001;E1;Expert 1;R020;real_salt_020.png;real;48;;;;;;;;
BLIND001;E1;Expert 1;S008;synthetic_salt_008.png;synthetic;49;;;;;;;;
BLIND001;E1;Expert 1;R017;real_salt_017.png;real;50;;;;;;;;
BLIND001;E1;Expert 1;R025;real_salt_025.png;real;51;;;;;;;;
BLIND001;E1;Expert 1;R034;real_salt_034.png;real;52;;;;;;;;
BLIND001;E1;Expert 1;R014;real_salt_014.png;real;53;;;;;;;;
BLIND001;E1;Expert 1;S028;synthetic_salt_028.png;synthetic;54;;;;;;;;
BLIND001;E1;Expert 1;S020;synthetic_salt_020.png;synthetic;55;;;;;;;;
BLIND001;E1;Expert 1;R022;real_salt_022.png;real;56;;;;;;;;
BLIND001;E1;Expert 1;R028;real_salt_028.png;real;57;;;;;;;;
BLIND001;E1;Expert 1;R011;real_salt_011.png;real;58;;;;;;;;
BLIND001;E1;Expert 1;R013;real_salt_013.png;real;59;;;;;;;;
BLIND001;E1;Expert 1;S026;synthetic_salt_026.png;synthetic;60;;;;;;;;
BLIND001;E1;Expert 1;R018;real_salt_018.png;real;61;;;;;;;;
BLIND001;E1;Expert 1;R006;real_salt_006.png;real;62;;;;;;;;
BLIND001;E1;Expert 1;S001;synthetic_salt_001.png;synthetic;63;;;;;;;;
BLIND001;E1;Expert 1;R031;real_salt_031.png;real;64;;;;;;;;
BLIND001;E1;Expert 1;S034;synthetic_salt_034.png;synthetic;65;;;;;;;;
BLIND001;E1;Expert 1;S019;synthetic_salt_019.png;synthetic;66;;;;;;;;
BLIND001;E1;Expert 1;R023;real_salt_023.png;real;67;;;;;;;;
BLIND001;E1;Expert 1;S029;synthetic_salt_029.png;synthetic;68;;;;;;;;
BLIND001;E1;Expert 1;S032;synthetic_salt_032.png;synthetic;69;;;;;;;;
BLIND001;E1;Expert 1;C004;control_004.png;real;70;;;;;;;;
BLIND001;E1;Expert 1;R016;real_salt_016.png;real;71;;;;;;;;
BLIND001;E1;Expert 1;R009;real_salt_009.png;real;72;;;;;;;;
BLIND001;E1;Expert 1;R004;real_salt_004.png;real;73;;;;;;;;
BLIND001;E1;Expert 1;R021;real_salt_021.png;real;74;;;;;;;;
BLIND001;E1;Expert 1;C010;control_010.png;real;75;;;;;;;;
BLIND001;E1;Expert 1;C003;control_003.png;real;76;;;;;;;;
BLIND001;E1;Expert 1;S010;synthetic_salt_010.png;synthetic;77;;;;;;;;
BLIND001;E1;Expert 1;S024;synthetic_salt_024.png;synthetic;78;;;;;;;;
BLIND001;E1;Expert 1;S002;synthetic_salt_002.png;synthetic;79;;;;;;;;
BLIND001;E1;Expert 1;R035;real_salt_035.png;real;80;;;;;;;;
BLIND001;E2;Expert 2;S007;synthetic_salt_007.png;synthetic;1;;;;;;;;
BLIND001;E2;Expert 2;C004;control_004.png;real;2;;;;;;;;
BLIND001;E2;Expert 2;R025;real_salt_025.png;real;3;;;;;;;;
BLIND001;E2;Expert 2;S001;synthetic_salt_001.png;synthetic;4;;;;;;;;
BLIND001;E2;Expert 2;R033;real_salt_033.png;real;5;;;;;;;;
BLIND001;E2;Expert 2;R017;real_salt_017.png;real;6;;;;;;;;
BLIND001;E2;Expert 2;S031;synthetic_salt_031.png;synthetic;7;;;;;;;;
BLIND001;E2;Expert 2;S018;synthetic_salt_018.png;synthetic;8;;;;;;;;
BLIND001;E2;Expert 2;R020;real_salt_020.png;real;9;;;;;;;;
BLIND001;E2;Expert 2;S030;synthetic_salt_030.png;synthetic;10;;;;;;;;
BLIND001;E2;Expert 2;R016;real_salt_016.png;real;11;;;;;;;;
BLIND001;E2;Expert 2;R014;real_salt_014.png;real;12;;;;;;;;
BLIND001;E2;Expert 2;R026;real_salt_026.png;real;13;;;;;;;;
BLIND001;E2;Expert 2;S014;synthetic_salt_014.png;synthetic;14;;;;;;;;
BLIND001;E2;Expert 2;S017;synthetic_salt_017.png;synthetic;15;;;;;;;;
BLIND001;E2;Expert 2;R027;real_salt_027.png;real;16;;;;;;;;
BLIND001;E2;Expert 2;S016;synthetic_salt_016.png;synthetic;17;;;;;;;;
BLIND001;E2;Expert 2;R001;real_salt_001.png;real;18;;;;;;;;
BLIND001;E2;Expert 2;S024;synthetic_salt_024.png;synthetic;19;;;;;;;;
BLIND001;E2;Expert 2;R035;real_salt_035.png;real;20;;;;;;;;
BLIND001;E2;Expert 2;R002;real_salt_002.png;real;21;;;;;;;;
BLIND001;E2;Expert 2;R007;real_salt_007.png;real;22;;;;;;;;
BLIND001;E2;Expert 2;R021;real_salt_021.png;real;23;;;;;;;;
BLIND001;E2;Expert 2;R031;real_salt_031.png;real;24;;;;;;;;
BLIND001;E2;Expert 2;S027;synthetic_salt_027.png;synthetic;25;;;;;;;;
BLIND001;E2;Expert 2;S011;synthetic_salt_011.png;synthetic;26;;;;;;;;
BLIND001;E2;Expert 2;R023;real_salt_023.png;real;27;;;;;;;;
BLIND001;E2;Expert 2;R029;real_salt_029.png;real;28;;;;;;;;
BLIND001;E2;Expert 2;S021;synthetic_salt_021.png;synthetic;29;;;;;;;;
BLIND001;E2;Expert 2;S022;synthetic_salt_022.png;synthetic;30;;;;;;;;
BLIND001;E2;Expert 2;S003;synthetic_salt_003.png;synthetic;31;;;;;;;;
BLIND001;E2;Expert 2;R013;real_salt_013.png;real;32;;;;;;;;
BLIND001;E2;Expert 2;R011;real_salt_011.png;real;33;;;;;;;;
BLIND001;E2;Expert 2;S008;synthetic_salt_008.png;synthetic;34;;;;;;;;
BLIND001;E2;Expert 2;S023;synthetic_salt_023.png;synthetic;35;;;;;;;;
BLIND001;E2;Expert 2;S019;synthetic_salt_019.png;synthetic;36;;;;;;;;
BLIND001;E2;Expert 2;S004;synthetic_salt_004.png;synthetic;37;;;;;;;;
BLIND001;E2;Expert 2;C010;control_010.png;real;38;;;;;;;;
BLIND001;E2;Expert 2;S025;synthetic_salt_025.png;synthetic;39;;;;;;;;
BLIND001;E2;Expert 2;C009;control_009.png;real;40;;;;;;;;
BLIND001;E2;Expert 2;R024;real_salt_024.png;real;41;;;;;;;;
BLIND001;E2;Expert 2;R028;real_salt_028.png;real;42;;;;;;;;
BLIND001;E2;Expert 2;R010;real_salt_010.png;real;43;;;;;;;;
BLIND001;E2;Expert 2;S034;synthetic_salt_034.png;synthetic;44;;;;;;;;
BLIND001;E2;Expert 2;R034;real_salt_034.png;real;45;;;;;;;;
BLIND001;E2;Expert 2;S012;synthetic_salt_012.png;synthetic;46;;;;;;;;
BLIND001;E2;Expert 2;R009;real_salt_009.png;real;47;;;;;;;;
BLIND001;E2;Expert 2;C007;control_007.png;real;48;;;;;;;;
BLIND001;E2;Expert 2;S006;synthetic_salt_006.png;synthetic;49;;;;;;;;
BLIND001;E2;Expert 2;S032;synthetic_salt_032.png;synthetic;50;;;;;;;;
BLIND001;E2;Expert 2;S009;synthetic_salt_009.png;synthetic;51;;;;;;;;
BLIND001;E2;Expert 2;R015;real_salt_015.png;real;52;;;;;;;;
BLIND001;E2;Expert 2;R003;real_salt_003.png;real;53;;;;;;;;
BLIND001;E2;Expert 2;R006;real_salt_006.png;real;54;;;;;;;;
BLIND001;E2;Expert 2;C002;control_002.png;real;55;;;;;;;;
BLIND001;E2;Expert 2;S033;synthetic_salt_033.png;synthetic;56;;;;;;;;
BLIND001;E2;Expert 2;R030;real_salt_030.png;real;57;;;;;;;;
BLIND001;E2;Expert 2;S002;synthetic_salt_002.png;synthetic;58;;;;;;;;
BLIND001;E2;Expert 2;S013;synthetic_salt_013.png;synthetic;59;;;;;;;;
BLIND001;E2;Expert 2;R022;real_salt_022.png;real;60;;;;;;;;
BLIND001;E2;Expert 2;C001;control_001.png;real;61;;;;;;;;
BLIND001;E2;Expert 2;S028;synthetic_salt_028.png;synthetic;62;;;;;;;;
BLIND001;E2;Expert 2;S010;synthetic_salt_010.png;synthetic;63;;;;;;;;
BLIND001;E2;Expert 2;R005;real_salt_005.png;real;64;;;;;;;;
BLIND001;E2;Expert 2;S020;synthetic_salt_020.png;synthetic;65;;;;;;;;
BLIND001;E2;Expert 2;R018;real_salt_018.png;real;66;;;;;;;;
BLIND001;E2;Expert 2;R032;real_salt_032.png;real;67;;;;;;;;
BLIND001;E2;Expert 2;R004;real_salt_004.png;real;68;;;;;;;;
BLIND001;E2;Expert 2;C008;control_008.png;real;69;;;;;;;;
BLIND001;E2;Expert 2;R019;real_salt_019.png;real;70;;;;;;;;
BLIND001;E2;Expert 2;S005;synthetic_salt_005.png;synthetic;71;;;;;;;;
BLIND001;E2;Expert 2;S026;synthetic_salt_026.png;synthetic;72;;;;;;;;
BLIND001;E2;Expert 2;R008;real_salt_008.png;real;73;;;;;;;;
BLIND001;E2;Expert 2;S015;synthetic_salt_015.png;synthetic;74;;;;;;;;
BLIND001;E2;Expert 2;C005;control_005.png;real;75;;;;;;;;
BLIND001;E2;Expert 2;C003;control_003.png;real;76;;;;;;;;
BLIND001;E2;Expert 2;S035;synthetic_salt_035.png;synthetic;77;;;;;;;;
BLIND001;E2;Expert 2;R012;real_salt_012.png;real;78;;;;;;;;
BLIND001;E2;Expert 2;S029;synthetic_salt_029.png;synthetic;79;;;;;;;;
BLIND001;E2;Expert 2;C006;control_006.png;real;80;;;;;;;;
BLIND001;E3;Expert 3;R008;real_salt_008.png;real;1;;;;;;;;
BLIND001;E3;Expert 3;S028;synthetic_salt_028.png;synthetic;2;;;;;;;;
BLIND001;E3;Expert 3;R016;real_salt_016.png;real;3;;;;;;;;
BLIND001;E3;Expert 3;S018;synthetic_salt_018.png;synthetic;4;;;;;;;;
BLIND001;E3;Expert 3;R034;real_salt_034.png;real;5;;;;;;;;
BLIND001;E3;Expert 3;S005;synthetic_salt_005.png;synthetic;6;;;;;;;;
BLIND001;E3;Expert 3;S008;synthetic_salt_008.png;synthetic;7;;;;;;;;
BLIND001;E3;Expert 3;S027;synthetic_salt_027.png;synthetic;8;;;;;;;;
BLIND001;E3;Expert 3;R013;real_salt_013.png;real;9;;;;;;;;
BLIND001;E3;Expert 3;S013;synthetic_salt_013.png;synthetic;10;;;;;;;;
BLIND001;E3;Expert 3;S014;synthetic_salt_014.png;synthetic;11;;;;;;;;
BLIND001;E3;Expert 3;R014;real_salt_014.png;real;12;;;;;;;;
BLIND001;E3;Expert 3;C008;control_008.png;real;13;;;;;;;;
BLIND001;E3;Expert 3;S033;synthetic_salt_033.png;synthetic;14;;;;;;;;
BLIND001;E3;Expert 3;R007;real_salt_007.png;real;15;;;;;;;;
BLIND001;E3;Expert 3;C003;control_003.png;real;16;;;;;;;;
BLIND001;E3;Expert 3;S004;synthetic_salt_004.png;synthetic;17;;;;;;;;
BLIND001;E3;Expert 3;S035;synthetic_salt_035.png;synthetic;18;;;;;;;;
BLIND001;E3;Expert 3;S011;synthetic_salt_011.png;synthetic;19;;;;;;;;
BLIND001;E3;Expert 3;R001;real_salt_001.png;real;20;;;;;;;;
BLIND001;E3;Expert 3;R028;real_salt_028.png;real;21;;;;;;;;
BLIND001;E3;Expert 3;R011;real_salt_011.png;real;22;;;;;;;;
BLIND001;E3;Expert 3;R002;real_salt_002.png;real;23;;;;;;;;
BLIND001;E3;Expert 3;C009;control_009.png;real;24;;;;;;;;
BLIND001;E3;Expert 3;R006;real_salt_006.png;real;25;;;;;;;;
BLIND001;E3;Expert 3;R015;real_salt_015.png;real;26;;;;;;;;
BLIND001;E3;Expert 3;S006;synthetic_salt_006.png;synthetic;27;;;;;;;;
BLIND001;E3;Expert 3;R020;real_salt_020.png;real;28;;;;;;;;
BLIND001;E3;Expert 3;S031;synthetic_salt_031.png;synthetic;29;;;;;;;;
BLIND001;E3;Expert 3;C004;control_004.png;real;30;;;;;;;;
BLIND001;E3;Expert 3;S010;synthetic_salt_010.png;synthetic;31;;;;;;;;
BLIND001;E3;Expert 3;C002;control_002.png;real;32;;;;;;;;
BLIND001;E3;Expert 3;S012;synthetic_salt_012.png;synthetic;33;;;;;;;;
BLIND001;E3;Expert 3;R017;real_salt_017.png;real;34;;;;;;;;
BLIND001;E3;Expert 3;S030;synthetic_salt_030.png;synthetic;35;;;;;;;;
BLIND001;E3;Expert 3;R019;real_salt_019.png;real;36;;;;;;;;
BLIND001;E3;Expert 3;S019;synthetic_salt_019.png;synthetic;37;;;;;;;;
BLIND001;E3;Expert 3;R004;real_salt_004.png;real;38;;;;;;;;
BLIND001;E3;Expert 3;S020;synthetic_salt_020.png;synthetic;39;;;;;;;;
BLIND001;E3;Expert 3;R018;real_salt_018.png;real;40;;;;;;;;
BLIND001;E3;Expert 3;R022;real_salt_022.png;real;41;;;;;;;;
BLIND001;E3;Expert 3;R009;real_salt_009.png;real;42;;;;;;;;
BLIND001;E3;Expert 3;S021;synthetic_salt_021.png;synthetic;43;;;;;;;;
BLIND001;E3;Expert 3;S015;synthetic_salt_015.png;synthetic;44;;;;;;;;
BLIND001;E3;Expert 3;S032;synthetic_salt_032.png;synthetic;45;;;;;;;;
BLIND001;E3;Expert 3;S003;synthetic_salt_003.png;synthetic;46;;;;;;;;
BLIND001;E3;Expert 3;R023;real_salt_023.png;real;47;;;;;;;;
BLIND001;E3;Expert 3;S001;synthetic_salt_001.png;synthetic;48;;;;;;;;
BLIND001;E3;Expert 3;C006;control_006.png;real;49;;;;;;;;
BLIND001;E3;Expert 3;R024;real_salt_024.png;real;50;;;;;;;;
BLIND001;E3;Expert 3;S025;synthetic_salt_025.png;synthetic;51;;;;;;;;
BLIND001;E3;Expert 3;S022;synthetic_salt_022.png;synthetic;52;;;;;;;;
BLIND001;E3;Expert 3;S007;synthetic_salt_007.png;synthetic;53;;;;;;;;
BLIND001;E3;Expert 3;R025;real_salt_025.png;real;54;;;;;;;;
BLIND001;E3;Expert 3;S034;synthetic_salt_034.png;synthetic;55;;;;;;;;
BLIND001;E3;Expert 3;C007;control_007.png;real;56;;;;;;;;
BLIND001;E3;Expert 3;R021;real_salt_021.png;real;57;;;;;;;;
BLIND001;E3;Expert 3;S024;synthetic_salt_024.png;synthetic;58;;;;;;;;
BLIND001;E3;Expert 3;R010;real_salt_010.png;real;59;;;;;;;;
BLIND001;E3;Expert 3;R012;real_salt_012.png;real;60;;;;;;;;
BLIND001;E3;Expert 3;R032;real_salt_032.png;real;61;;;;;;;;
BLIND001;E3;Expert 3;S017;synthetic_salt_017.png;synthetic;62;;;;;;;;
BLIND001;E3;Expert 3;S023;synthetic_salt_023.png;synthetic;63;;;;;;;;
BLIND001;E3;Expert 3;R030;real_salt_030.png;real;64;;;;;;;;
BLIND001;E3;Expert 3;R005;real_salt_005.png;real;65;;;;;;;;
BLIND001;E3;Expert 3;R003;real_salt_003.png;real;66;;;;;;;;
BLIND001;E3;Expert 3;C010;control_010.png;real;67;;;;;;;;
BLIND001;E3;Expert 3;R026;real_salt_026.png;real;68;;;;;;;;
BLIND001;E3;Expert 3;S026;synthetic_salt_026.png;synthetic;69;;;;;;;;
BLIND001;E3;Expert 3;S002;synthetic_salt_002.png;synthetic;70;;;;;;;;
BLIND001;E3;Expert 3;C001;control_001.png;real;71;;;;;;;;
BLIND001;E3;Expert 3;C005;control_005.png;real;72;;;;;;;;
BLIND001;E3;Expert 3;R035;real_salt_035.png;real;73;;;;;;;;
BLIND001;E3;Expert 3;S009;synthetic_salt_009.png;synthetic;74;;;;;;;;
BLIND001;E3;Expert 3;R031;real_salt_031.png;real;75;;;;;;;;
BLIND001;E3;Expert 3;R029;real_salt_029.png;real;76;;;;;;;;
BLIND001;E3;Expert 3;S029;synthetic_salt_029.png;synthetic;77;;;;;;;;
BLIND001;E3;Expert 3;R027;real_salt_027.png;real;78;;;;;;;;
BLIND001;E3;Expert 3;R033;real_salt_033.png;real;79;;;;;;;;
BLIND001;E3;Expert 3;S016;synthetic_salt_016.png;synthetic;80;;;;;;;;
